Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-527.9358	-554.1482	26.21237	0.0745061	0.0815846	0.541499	0.0248897	0.328609	0.00400596	0.239897	0.0220516	0.0185495	0.0569048	0.158156	0.0718491	0.0758309	0.251767	0.00486431	0.140217	0.160978	0.215039	0.0351123	0.0244277	0.0297177	0.0543361	0.0971928	0.0903281	0.033204	0.0213215	0.0566142	0.0494351	0.0200883	0.456964	1.21721	0.406338	1.593662	0.0808541	0.293281	0.682028	1.46622	3.4097	12.368	1.818597	3.922011	0.1501672	0.0249771	0.0273501	0.18153	0.00834391	0.110162	0.00134294	0.0804221	0.00739249	0.00621844	0.0190765	0.0530194	0.0240864	0.0254212	0.0844012	0.00163069	0.0470059	0.0539657	0.0720886	0.0117709	0.00818903	0.00996244	0.0182154	0.0325825	0.0302812	0.0111312	0.00714774	0.0189791	0.0165724	0.00673433	0.336175	0.663825	0.3361752	2.982976
396	-524.9404	-551.7638	26.82343	0.0234228	0.0300644	0.209207	0.0175837	0.119782	0.00146862	0.178937	0.00349602	0.0051623	0.00461048	0.140629	0.0271947	0.0489123	0.173894	0.0204506	0.0711926	0.0110126	0.121379	0.0407927	0.0427167	0.00507013	0.146333	0.0372241	0.0368454	0.0234481	0.00861979	0.045288	0.00840444	0.0519228	1.13676	0.945297	0.2391311	1.760869	0.109735	0.340388	0.714471	1.39964	2.93783	9.11287	1.597756	7.363612	0.4810165	0.0141522	0.0181651	0.126404	0.0106242	0.0723732	0.000887348	0.108115	0.00211232	0.00311909	0.00278568	0.0849686	0.0164312	0.0295531	0.105068	0.0123563	0.043015	0.00665389	0.0733379	0.0246472	0.0258097	0.0030634	0.0884152	0.022491	0.0222622	0.0141675	0.00520813	0.0273633	0.00507801	0.0313721	0.200055	0.799945	0.2000554	1.655065
432	-527.5857	-556.5792	28.99353	0.0178898	0.0280192	0.120565	0.0254174	0.0671965	0.00058195	0.100381	0.0128651	0.00143368	0.00979226	0.0531461	0.0365779	0.0386891	0.0885954	0.0221134	0.0283469	0.00219053	0.0397741	0.0425618	0.0598768	0.0129987	0.127609	0.0375605	0.000920245	0.0418953	0.00432281	0.0127441	0.00666491	0.00896684	0.392962	1.24282	0.3667878	1.633212	0.086007	0.302252	0.68847	1.4525	3.3085	11.627	1.773924	4.452745	0.1264746	0.0170428	0.0266927	0.114857	0.024214	0.0640151	0.000554398	0.095629	0.012256	0.00136581	0.00932865	0.05063	0.0348462	0.0368574	0.0844009	0.0210664	0.0270048	0.00208682	0.037891	0.0405467	0.057042	0.0123833	0.121568	0.0357823	0.000876677	0.0399118	0.00411815	0.0121407	0.00634937	0.00854231	0.537589	0.462411	0.5375894	1.049697
468	-530.6678	-557.8305	27.16278	0.00378312	0.00609318	0.0366752	0.00498426	0.0981381	0.000926105	0.0807608	0.00197461	0.00678541	0.0159552	0.0412221	0.0119371	0.0499971	0.0375201	0.00502559	0.0222438	0.00474695	0.00566632	0.0102007	0.0459283	0.0129577	0.0126927	0.0238159	0.017039	0.0195005	0.00108359	0.0130025	0.00490689	0.00398126	0.203084	1.31877	0.1367977	1.863202	0.0299788	0.180775	0.586463	1.70514	5.53174	33.357	2.535995	13.62013	0.06159809	0.00631	0.010163	0.0611718	0.00831342	0.163688	0.00154468	0.134704	0.00329353	0.0113176	0.0266122	0.0687557	0.0199104	0.0833919	0.062581	0.00838235	0.0371013	0.0079176	0.00945104	0.0170141	0.0766054	0.0216126	0.0211705	0.0397233	0.02842	0.0325255	0.00180735	0.0216873	0.00818437	0.00664049	0.776767	0.223233	0.7767673	0.599544
504	-527.8516	-555.2877	27.43612	0.0568103	0.119335	0.0706248	0.0370807	0.114904	0.0573184	0.141592	0.0152757	0.0140653	0.133531	0.198166	0.0384776	0.158513	0.187135	0.0826972	0.249278	0.0138415	0.0799165	0.120469	0.0909268	0.0145346	0.0480302	0.0427161	0.0350726	0.0705062	0.157769	0.100548	0.0163895	0.0200119	0.660959	1.13562	0.3481919	1.651808	0.290901	0.547605	0.828718	1.20668	1.82613	3.43759	0.8928246	4.743958	0.2328105	0.0228564	0.0480119	0.0284143	0.0149186	0.046229	0.0230608	0.0569663	0.00614583	0.00565884	0.0537233	0.0797275	0.0154806	0.0637743	0.0752896	0.0332714	0.100291	0.0055688	0.0321526	0.0484681	0.0365824	0.00584769	0.0193239	0.0171859	0.0141107	0.0283666	0.063475	0.0404532	0.00659396	0.00805133	0.562679	0.437321	0.562679	2.485537
540	-527.715	-553.2659	25.55092	0.0450906	0.0866633	0.101792	0.0630807	0.153792	0.0140693	0.354792	0.149718	0.073051	0.161012	0.0731621	0.003945	0.130803	0.405689	0.0464688	0.168939	0.0641837	0.0764986	0.00864882	0.144542	0.00818123	0.122638	0.260302	0.153691	0.117401	0.0213297	0.0350229	0.12063	0.0753945	0.948423	1.02063	0.3950452	1.604955	0.140144	0.383514	0.741562	1.3485	2.60746	7.13553	1.420893	4.062712	0.3717005	0.0139146	0.0267435	0.0314121	0.0194662	0.0474588	0.00434165	0.109486	0.0462018	0.0225429	0.0496869	0.0225772	0.00121739	0.0403647	0.125192	0.0143399	0.0521331	0.0198065	0.0236068	0.00266895	0.0446045	0.00252466	0.0378451	0.0803269	0.0474277	0.0362289	0.00658217	0.0108078	0.0372253	0.0232661	0.0478244	0.952176	0.04782443	3.240532
576	-537.7282	-563.4258	25.6976	0.0124361	0.0859334	0.166807	0.037155	0.19758	0.0214585	0.29161	0.0569405	0.0300085	0.148812	0.0911821	0.185651	0.389415	0.210297	0.0305657	0.202481	0.0525946	0.202754	0.187187	0.0435839	0.112503	0.190029	0.0440677	0.0253498	0.036517	0.153935	0.0529345	0.0740178	0.16613	0.988676	1.00453	0.4680975	1.531903	0.226125	0.4843	0.797556	1.25383	2.06484	4.42234	1.074963	3.272614	0.393687	0.00355324	0.0245529	0.04766	0.0106159	0.0564526	0.0061311	0.0833188	0.016269	0.00857403	0.0425184	0.0260525	0.053044	0.111263	0.0600859	0.00873323	0.0578529	0.0150273	0.0579308	0.0534829	0.0124528	0.0321444	0.0542949	0.012591	0.00724294	0.0104336	0.0439822	0.0151244	0.0211483	0.0474666	0.663737	0.336263	0.663737	3.499936
612	-523.9522	-553.0472	29.09495	0.00326339	0.0153189	0.0156386	0.0100567	0.0564416	0.00869186	0.0611233	0.0122327	0.0105819	0.00194712	0.0430931	0.0035799	0.0450968	0.0585147	0.0104112	0.0441289	0.0324253	0.00832524	0.0270703	0.00567271	0.00542502	0.0252412	0.0237096	0.0218926	0.0269369	0.0679256	0.000272722	0.00883129	0.00921771	0.190986	1.32361	0.3759498	1.62405	0.0398653	0.207734	0.612456	1.63277	4.81386	25.0845	2.329907	4.319859	0.05771684	0.00492166	0.0231031	0.0235852	0.0151669	0.085122	0.0131086	0.0921827	0.0184487	0.015959	0.00293653	0.0649906	0.005399	0.0680125	0.0882486	0.0157015	0.0665527	0.048902	0.0125557	0.040826	0.00855526	0.0081817	0.0380674	0.0357575	0.0330171	0.0406247	0.102442	0.000411303	0.0133188	0.0139016	0.701098	0.298902	0.7010978	0.6630669
648	-522.7418	-548.7326	25.99073	0.0277924	0.0792707	0.0849919	0.0546807	0.0795332	0.0447571	0.32815	0.00934445	0.0239379	0.153605	0.153716	0.0284813	0.106198	0.142369	0.00390103	0.15737	0.048079	0.0746289	0.141011	0.0319386	0.110551	0.104338	0.030004	0.076359	0.0509832	0.202219	0.0418634	0.0774845	0.0483418	0.710472	1.11581	0.1826189	1.817381	0.20849	0.465496	0.787764	1.26942	2.14825	4.7964	1.133674	9.951769	0.2546926	0.0110467	0.0315079	0.0337819	0.021734	0.0316122	0.0177897	0.13043	0.00371416	0.00951466	0.0610537	0.0610977	0.0113205	0.0422108	0.0565878	0.00155055	0.06255	0.01911	0.0296629	0.0560481	0.0126947	0.0439411	0.0414714	0.0119257	0.0303506	0.0202644	0.0803765	0.0166395	0.0307979	0.0192145	0.201251	0.798749	0.2012513	2.515901
684	-534.1426	-562.3076	28.16502	0.0140726	0.0536306	0.0968193	0.0235054	0.182521	0.00814585	0.0666551	0.00100999	0.00559617	0.0387655	0.170547	0.0210337	0.0742488	0.125941	0.00989474	0.149621	0.00646093	0.054484	0.193884	0.0122976	0.107797	0.0168475	0.0511886	0.0367789	0.161228	0.0582703	0.0326272	0.0595072	0.0432394	0.985905	1.00564	0.4293956	1.570604	0.222045	0.480019	0.79535	1.25731	2.08325	4.50358	1.088127	3.657709	0.392151	0.00749892	0.0285783	0.0515924	0.0125254	0.0972605	0.00434071	0.0355187	0.000538199	0.00298205	0.0206571	0.0908802	0.0112083	0.0395652	0.0671107	0.00527264	0.0797289	0.00344285	0.0290331	0.103316	0.00655305	0.0574423	0.00897759	0.027277	0.0195985	0.0859138	0.0310507	0.0173862	0.0317098	0.0230411	0.306514	0.693486	0.3065141	1.876619
720	-532.8736	-558.8455	25.97187	0.0651729	0.0669775	0.147164	0.0429381	0.106275	0.0238003	0.38	0.00568187	0.0263562	0.0299036	0.205049	0.203515	0.0769578	0.153754	0.017003	0.210675	0.360059	0.0658061	0.081395	0.0669481	0.200401	0.0476345	0.00715755	0.0286256	0.215572	0.0596463	0.119481	0.104123	0.140446	0.848201	1.06072	0.3342823	1.665718	0.3313	0.58346	0.845278	1.18304	1.71391	3.01841	0.7987963	4.982968	0.3198587	0.0200008	0.0205546	0.0451628	0.0131772	0.0326145	0.00730401	0.116617	0.0017437	0.0080884	0.00917706	0.062927	0.0624563	0.0236174	0.0471854	0.00521801	0.0646537	0.110498	0.0201951	0.0249792	0.0205456	0.0615008	0.0146185	0.00219656	0.00878485	0.0661564	0.0183047	0.0366672	0.0319541	0.0431013	0.0691901	0.93081	0.06919005	3.258518
756	-527.6577	-554.8253	27.16758	0.0516536	0.0265157	0.152425	0.062077	0.129631	0.037357	0.116341	0.0363909	0.00498057	0.0669844	0.341093	0.0643743	0.120902	0.107802	0.013224	0.130939	0.0130581	0.0094239	0.108243	0.00865251	0.0148098	0.0613753	0.0628666	0.0453365	0.0368709	0.128421	0.0225687	0.0211542	0.00473172	0.340288	1.26388	0.2472747	1.752725	0.0885921	0.306649	0.691579	1.44597	3.26105	11.2877	1.752511	7.088171	0.107696	0.0258242	0.0132565	0.076205	0.0310353	0.064809	0.0186766	0.0581647	0.0181936	0.00249003	0.0334888	0.170529	0.0321839	0.0604447	0.0538956	0.00661135	0.0654627	0.00652841	0.00471147	0.0541159	0.00432582	0.00740415	0.0306845	0.0314301	0.0226659	0.0184336	0.0642039	0.0112832	0.010576	0.00236562	0.586571	0.413429	0.5865709	2.000203
792	-527.2993	-555.2684	27.96911	0.0188159	0.0314838	0.142828	0.0157658	0.0686786	0.0155754	0.122633	0.0089046	0.062174	0.0240055	0.104048	0.0128519	0.0994187	0.0613883	0.0209765	0.0964781	0.0228534	0.0243034	0.0615733	0.0208839	0.0208616	0.0750259	0.0275488	0.0242387	0.0420184	0.0539068	0.0722005	0.0169632	0.0223603	1.13642	0.945432	0.3449513	1.655049	0.1391	0.382119	0.740719	1.35004	2.61699	7.18907	1.426298	4.797919	0.480804	0.0135292	0.0226378	0.102697	0.0113361	0.0493819	0.0111992	0.0881767	0.00640267	0.0447049	0.0172607	0.0748135	0.00924091	0.071485	0.04414	0.0150827	0.0693706	0.0164323	0.0174748	0.044273	0.0150161	0.0150001	0.0539458	0.0198084	0.0174284	0.0302125	0.0387606	0.0519143	0.0121971	0.0160777	0.500618	0.499382	0.5006182	1.390763
828	-524.6633	-552.9702	28.30688	0.0323825	0.0184507	0.0602375	0.0604829	0.0465471	0.0139214	0.318657	0.00124068	0.00707772	0.0377869	0.0189984	0.0196705	0.0696714	0.0777202	0.0105468	0.126695	0.00334678	0.00164513	0.101672	0.0183748	0.0393438	0.0364321	0.0294545	0.0267708	0.0392244	0.000887678	0.0418662	0.109429	0.00169639	0.410866	1.23565	0.3173827	1.682617	0.08093	0.293415	0.682126	1.46601	3.40814	12.3564	1.817918	5.301541	0.1330038	0.0236329	0.0134654	0.0439616	0.0441407	0.0339703	0.0101599	0.232557	0.000905452	0.00516536	0.0275771	0.0138651	0.0143556	0.0508465	0.0567206	0.00769708	0.0924625	0.0024425	0.00120063	0.0742004	0.01341	0.0287133	0.0265884	0.021496	0.0195375	0.0286261	0.000647832	0.0305542	0.0798617	0.00123803	0.455832	0.544168	0.4558315	1.370229
864	-525.5494	-552.7229	27.17345	0.00813712	0.0124756	0.0442775	0.0277541	0.110575	0.00908563	0.207638	0.00222883	0.0223076	0.0483647	0.207902	0.0755944	0.0423238	0.176844	0.00729354	0.147459	0.0281641	0.0291903	0.0421612	0.0107064	0.01273	0.0766308	0.0727098	0.0360051	0.033083	0.0327771	0.0129246	0.0265455	0.0147945	0.666339	1.13346	0.2878195	1.712181	0.0485013	0.22858	0.631004	1.58478	4.37483	20.618	2.188126	5.9488	0.2351512	0.00515437	0.00790251	0.0280471	0.0175805	0.0700425	0.00575519	0.131526	0.00141183	0.0141305	0.0306361	0.131693	0.0478845	0.0268095	0.11202	0.00462001	0.0934063	0.0178402	0.0184903	0.0267066	0.00678183	0.00806365	0.0485409	0.0460572	0.022807	0.020956	0.0207623	0.00818695	0.0168149	0.00937139	0.0454655	0.954535	0.04546548	1.578684
900	-531.3274	-557.2076	25.88024	0.0718971	0.0503827	0.0867096	0.0215804	0.114267	0.00827435	0.298346	0.0219982	0.0582539	0.0462419	0.15883	0.0327148	0.00329889	0.0743492	0.0293163	0.0952317	0.0784941	0.031775	0.037341	0.0389742	0.0383823	0.0385908	0.088462	0.0753538	0.00693155	0.0200402	0.0408196	0.0616993	0.0330437	0.73829	1.10468	0.09501935	1.904981	0.19018	0.445089	0.776823	1.2873	2.24674	5.25818	1.200139	20.04834	0.2673307	0.0408135	0.0286005	0.0492221	0.0122505	0.0648657	0.00469707	0.169361	0.0124876	0.0330688	0.0262499	0.0901621	0.0185711	0.00187267	0.0422055	0.0166419	0.0540598	0.0445584	0.0180376	0.0211972	0.0221243	0.0217883	0.0219067	0.0502169	0.0427758	0.0039348	0.0113761	0.0231719	0.0350246	0.0187578	0.16727	0.83273	0.16727	1.761599
936	-525.7291	-552.5141	26.78506	0.05147	0.0338348	0.151082	0.0363402	0.129009	0.0142102	0.0732921	0.0314732	0.0254208	0.0957583	0.152259	0.0573439	0.123791	0.32113	0.0180402	0.130646	0.0400853	0.0211194	0.0386069	0.0310109	0.0663478	0.100249	0.0159195	0.00871538	0.061003	0.0133769	0.0896742	0.0227969	0.138493	0.696696	1.12132	0.253862	1.746138	0.112085	0.343924	0.716778	1.39513	2.90762	8.92178	1.582433	6.878297	0.2485267	0.0245974	0.0161696	0.0722019	0.0173669	0.0616529	0.00679103	0.0350261	0.0150409	0.0121485	0.0457626	0.072764	0.0274045	0.0591595	0.153467	0.00862135	0.0624356	0.0191567	0.0100929	0.0184501	0.01482	0.0317074	0.0479087	0.00760788	0.00416506	0.0291532	0.00639281	0.042855	0.0108946	0.0661856	0.453018	0.546982	0.4530184	2.0925
972	-531.5555	-555.4513	23.89582	0.0720619	0.019875	0.160142	0.116113	0.345271	0.055971	0.617968	0.0369422	0.0402557	0.139556	0.210098	0.0637767	0.23822	0.232231	0.012643	0.0207439	0.10263	0.0937975	0.18632	0.0381848	0.0606274	0.182104	0.0959384	0.102985	0.0911891	0.0377154	0.0452561	0.0201155	0.0839528	0.391982	1.24321	0.1329814	1.867019	0.145103	0.390074	0.745496	1.34139	2.56361	6.89166	1.395748	14.03969	0.1261195	0.0204565	0.005642	0.0454602	0.0329616	0.0980135	0.0158887	0.175425	0.0104869	0.0114276	0.0396164	0.0596415	0.0181046	0.0676245	0.0659246	0.00358902	0.00588867	0.0291341	0.0266267	0.0528914	0.0108397	0.0172106	0.0516947	0.0272344	0.0292348	0.0258862	0.0107064	0.0128471	0.00571028	0.023832	0.3512	0.6488	0.3512001	3.522685
