Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
3996	-526.9585	-551.8694	24.91086	0.082795	0.112032	0.272126	0.0662133	0.291307	0.0309158	0.207425	0.0335478	0.140232	0.099188	0.0123427	0.0361996	0.322808	0.236731	0.00844574	0.428594	0.0551216	0.195889	0.0558562	0.218701	0.609502	0.05735	0.00454501	0.12139	0.128536	0.0416815	0.00366874	0.0923556	0.0994312	0.661787	1.13529	0.4618522	1.538148	0.183482	0.437373	0.772596	1.29434	2.28638	5.45014	1.226065	3.33039	0.2331702	0.0203681	0.0275605	0.0669447	0.0162889	0.0716635	0.00760549	0.0510279	0.00825299	0.034498	0.0244009	0.0030364	0.00890534	0.0794128	0.0582375	0.00207771	0.105437	0.0135603	0.0481899	0.013741	0.0538018	0.149942	0.0141085	0.0011181	0.0298629	0.0316208	0.0102539	0.000902534	0.0227201	0.0244607	0.430246	0.569754	0.4302458	4.06493
4032	-524.6456	-551.3148	26.66921	0.0379323	0.00481085	0.0750715	0.0235402	0.240227	0.00624229	0.195956	0.00648015	0.00599791	0.0655015	0.161455	0.0102352	0.0672073	0.143106	0.00540136	0.116702	0.0297296	0.0922255	0.0104442	0.250829	0.0795249	0.03554	0.000910793	0.10757	0.0276627	0.0734347	0.0142152	0.127685	0.0800109	1.04858	0.980566	0.2865137	1.713486	0.124326	0.361755	0.728171	1.3733	2.7643	8.0434	1.507492	5.980468	0.4277462	0.0181005	0.00229564	0.0358225	0.0112329	0.114631	0.00297869	0.0935062	0.00309219	0.00286208	0.0312559	0.0770429	0.00488403	0.0320699	0.0682872	0.00257741	0.0556875	0.0141864	0.0440081	0.00498375	0.11969	0.0379476	0.0169589	0.000434611	0.0513302	0.0132	0.0350415	0.0067832	0.0609286	0.0381795	0.266656	0.733344	0.2666564	2.09565
4068	-524.2184	-552.6569	28.4385	0.0419602	0.0452228	0.0534769	0.0153394	0.0760689	0.00103081	0.251641	0.00404939	0.000646424	0.0954296	0.20153	0.0385775	0.0634132	0.0569956	0.0380222	0.123613	0.0136318	0.0817434	0.0610411	0.100308	0.0058789	0.0043198	0.0077109	0.0505767	0.0319726	0.0742735	0.00518447	0.0187988	0.0607095	1.10008	0.959968	0.6178783	1.382122	0.0986389	0.323143	0.702975	1.42252	3.09461	10.138	1.674837	2.236884	0.4583825	0.0258508	0.0278609	0.0329461	0.00945029	0.0468645	0.000635058	0.155031	0.00249475	0.000398249	0.0587922	0.124159	0.0237668	0.0390676	0.0351138	0.0234247	0.0761552	0.00839825	0.0503605	0.0376062	0.0617975	0.00362187	0.00266134	0.00475053	0.0311593	0.0196977	0.0457584	0.00319405	0.0115816	0.0374019	0.169492	0.830508	0.1694919	1.623166
4104	-533.0619	-556.668	23.60606	0.063738	0.11689	0.131395	0.0242752	0.15423	2.26029e-05	0.175159	0.00995726	0.0198801	0.0696675	0.0722897	0.093342	0.0291877	0.555885	0.0626722	0.623602	0.0127914	0.285597	0.00874237	0.15365	0.10443	0.0804736	0.0639568	0.170037	0.102569	0.0221272	0.0237652	0.0455009	0.0671154	2.30247	0.479011	0.4619334	1.538067	0.0741233	0.281109	0.673068	1.48573	3.55734	13.491	1.881444	3.329628	1.922686	0.0190664	0.0349661	0.0393051	0.0072616	0.046136	6.76135e-06	0.0523966	0.00297859	0.00594688	0.0208401	0.0216245	0.027922	0.00873113	0.166286	0.0187476	0.186542	0.00382639	0.0854326	0.00261517	0.0459624	0.0312388	0.0240726	0.0191319	0.0508642	0.0306823	0.00661906	0.00710907	0.013611	0.0200767	0.139134	0.860866	0.1391345	3.342948
4140	-524.8236	-553.2511	28.42758	0.0280154	0.0632291	0.112213	0.0240983	0.0785007	0.0143236	0.118128	0.0259829	0.071696	0.0266465	0.027393	0.00457565	0.0749224	0.111568	0.0166121	0.120667	0.00385309	0.188146	0.0253976	0.0651652	0.125191	0.072514	0.0356634	0.015897	0.0638778	0.036088	0.0160028	0.0523749	0.0464585	0.631933	1.14723	0.399529	1.600471	0.142769	0.387001	0.743659	1.3447	2.58397	7.00434	1.407476	4.005894	0.2203342	0.016824	0.0379709	0.0673871	0.0144717	0.0471419	0.0086017	0.0709391	0.0156034	0.0430554	0.0160019	0.0164502	0.0027478	0.044993	0.0669998	0.00997604	0.0724641	0.00231389	0.112987	0.015252	0.0391335	0.0751805	0.0435467	0.0214169	0.00954657	0.0383604	0.0216718	0.0096101	0.0314526	0.0278996	0.356035	0.643965	0.356035	1.665201
4176	-531.5848	-558.8584	27.27365	0.0352035	0.0634277	0.15612	0.0228086	0.12137	0.0168328	0.149845	0.0227628	0.0492159	0.0683051	0.0493467	0.0358155	0.0474263	0.0835503	0.0220518	0.092479	0.0114079	0.0738577	0.0379189	0.0412919	0.124621	0.0418194	0.0242937	0.0346227	0.0691809	0.0380601	0.0134068	0.114745	0.0778232	1.20809	0.916763	0.3706314	1.629369	0.0962622	0.319322	0.700372	1.42781	3.13164	10.3883	1.692473	4.396197	0.5271127	0.0202365	0.0364609	0.089744	0.0131114	0.0697686	0.00967621	0.0861369	0.013085	0.0282913	0.0392646	0.0283666	0.0205882	0.0272626	0.0480282	0.0126763	0.0531608	0.00655771	0.0424565	0.0217974	0.0237363	0.0716375	0.0240395	0.0139651	0.0199026	0.0397681	0.0218785	0.00770678	0.06596	0.044736	0.327809	0.672191	0.327809	1.73961
4212	-529.4831	-554.8101	25.32694	0.105912	0.0274578	0.253859	0.055233	0.264027	0.0367963	0.326285	0.0102606	0.158437	0.151016	0.0651708	0.00692409	0.200465	0.22341	0.0466886	0.197405	0.154697	0.0397902	0.0306213	0.168593	0.424382	0.0743086	0.00857531	0.0206122	0.130264	0.0918642	0.324084	0.177262	0.0430257	0.589669	1.16413	0.3083081	1.691692	0.407891	0.645745	0.872454	1.14619	1.5486	2.45164	0.6484166	5.487017	0.2026123	0.0277443	0.00719274	0.0665001	0.0144687	0.0691637	0.00963902	0.0854725	0.00268784	0.0415036	0.0395597	0.0170719	0.00181381	0.0525132	0.0585237	0.0122304	0.0517115	0.0405238	0.0104233	0.00802145	0.0441641	0.11117	0.0194656	0.00224636	0.0053995	0.0341236	0.0240644	0.0848959	0.0464348	0.0112709	0.112577	0.887423	0.1125769	3.817427
4248	-534.3323	-562.0854	27.75311	0.0167063	0.0382342	0.0826301	0.0021834	0.0572832	0.00138348	0.0854186	0.0134611	0.0365007	0.0792955	0.0939033	0.00777978	0.0592451	0.0597507	0.0121073	0.0793676	0.0405491	0.00707826	0.0247061	0.0074424	0.00889272	0.0396088	0.00150336	0.0266966	0.0152347	0.0369607	0.0166853	0.0474997	0.0102576	1.67316	0.730736	0.4314007	1.568599	0.0739026	0.2807	0.672763	1.48641	3.56252	13.5313	1.8836	3.636061	0.9158767	0.0165677	0.037917	0.0819446	0.00216528	0.056808	0.00137201	0.08471	0.0133495	0.0361979	0.0786376	0.0931242	0.00771523	0.0587536	0.059255	0.0120069	0.0787091	0.0402126	0.00701954	0.0245011	0.00738066	0.00881894	0.0392802	0.00149089	0.0264751	0.0151083	0.0366541	0.0165468	0.0471056	0.0101725	0.461231	0.538769	0.4612314	1.008366
4284	-527.9666	-555.4189	27.45226	0.0366928	0.0327725	0.0913975	0.0330303	0.0895852	0.012038	0.127663	0.0217147	0.0856958	0.130219	0.126361	0.0168493	0.092001	0.0411416	0.0149466	0.11679	0.111317	0.112993	0.031354	0.00993659	0.0599523	0.0614096	0.0402906	0.14657	0.0346827	0.169303	0.10097	0.0644438	0.169231	0.909054	1.03638	0.4658694	1.534131	0.115096	0.348399	0.719675	1.38952	2.87027	8.6884	1.563267	3.293048	0.3508579	0.0168211	0.0150239	0.0418994	0.0151421	0.0410686	0.00551858	0.0585247	0.00995469	0.0392856	0.0596965	0.0579279	0.00772423	0.0421761	0.0188606	0.00685198	0.0535401	0.0510313	0.0517997	0.0143736	0.00455524	0.027484	0.0281521	0.0184704	0.0671924	0.0158996	0.0776135	0.0462879	0.029543	0.0775809	0.450177	0.549823	0.4501771	2.181353
4320	-542.3221	-566.7682	24.44604	0.0118189	0.0120523	0.395407	0.0446029	0.192989	0.0379034	0.448225	0.0447738	0.256008	0.249953	0.100199	0.0190075	0.245354	0.137425	0.107379	0.270221	0.0326334	0.289522	0.192938	0.109367	0.374766	0.00269954	0.0464669	0.000947447	0.0431328	0.521551	0.0532962	0.0190405	0.0371746	0.336941	1.26522	0.2865156	1.713484	0.288131	0.545056	0.827512	1.20844	1.83467	3.47064	0.8997428	5.980423	0.1065236	0.00275058	0.00280492	0.0920225	0.0103804	0.044914	0.0088212	0.104315	0.0104201	0.0595804	0.0581712	0.023319	0.0044236	0.0571009	0.0319827	0.0249901	0.0628882	0.00759472	0.06738	0.0449022	0.0254529	0.0872187	0.00062826	0.0108142	0.000220498	0.0100382	0.12138	0.0124035	0.00443127	0.00865159	0.414138	0.585862	0.4141385	4.296854
4356	-528.1422	-552.8648	24.72258	0.0293747	0.0808039	0.19102	0.0475435	0.212051	0.0158848	0.231062	0.0117607	0.00301527	0.223845	0.306053	0.0420003	0.162898	0.244034	0.0411442	0.237927	0.0558967	0.105025	0.10148	0.108899	0.087107	0.0212197	0.00278993	0.0293353	0.0235127	0.0254457	0.00425967	0.00859905	0.018944	1.10067	0.959731	0.1671737	1.832826	0.114953	0.348188	0.719539	1.38978	2.87201	8.6992	1.564165	10.9636	0.4587415	0.0109897	0.0302304	0.0714647	0.017787	0.0793329	0.00594282	0.086445	0.00439991	0.00112808	0.0837453	0.114501	0.0157132	0.0609435	0.0912982	0.0153929	0.0890136	0.0209122	0.0392919	0.0379659	0.0407414	0.0325886	0.00793875	0.00104377	0.010975	0.00879658	0.00951978	0.00159363	0.00321709	0.00708736	0.173026	0.826974	0.1730265	2.672931
4392	-529.8569	-559.5054	29.64842	0.03149	0.032502	0.0778886	0.0419256	0.0477333	0.00165448	0.138731	0.0111406	0.000185369	0.0496063	0.0537022	0.00543545	0.0210409	0.0797276	0.0355505	0.0420505	0.0324728	0.0399994	0.115721	0.0317831	0.0752646	0.0501166	0.0371705	0.000772033	0.0126224	0.0327782	0.0166313	0.0136418	0.0248035	0.175775	1.32969	0.5950551	1.404945	0.0509721	0.234187	0.635792	1.57284	4.27009	19.6186	2.152197	2.361033	0.05287696	0.0272843	0.0281612	0.0674862	0.0363262	0.0413583	0.00143352	0.120203	0.00965269	0.000160612	0.0429811	0.04653	0.00470952	0.0182308	0.0690796	0.0308025	0.0364344	0.0281359	0.0346573	0.100266	0.0275383	0.0652127	0.0434233	0.0322062	0.000668924	0.0109366	0.0284005	0.0144101	0.0118198	0.0214909	0.283683	0.716317	0.2836828	1.154141
4428	-528.9837	-556.2073	27.22359	0.0145914	0.0185775	0.087579	0.0449996	0.0208627	0.00343629	0.105182	0.00665567	0.000185309	0.00368911	0.0322058	0.0571862	0.0198623	0.0538653	0.00827531	0.0628757	0.0143931	0.0115582	0.0880962	0.0162782	0.0526018	0.00732586	0.0150785	0.0159434	0.00482841	0.00577653	0.0148449	0.00218415	0.0499142	1.01684	0.993265	0.3153946	1.684605	0.0223844	0.15677	0.560967	1.78264	6.37875	44.674	2.747221	5.341262	0.4094934	0.0173944	0.0221463	0.104403	0.0536442	0.0248705	0.00409642	0.125388	0.00793425	0.000220908	0.0043978	0.0383927	0.0681719	0.023678	0.0642131	0.00986503	0.0749544	0.017158	0.0137786	0.10502	0.0194053	0.0627068	0.00873318	0.0179751	0.0190062	0.00575597	0.00688623	0.0176967	0.00260374	0.059503	0.151495	0.848505	0.1514952	0.8388529
4464	-523.0686	-551.1857	28.11711	0.026039	0.0242133	0.13333	0.0495308	0.0301243	0.0228332	0.154636	0.0125686	0.000950258	0.0362516	0.086548	0.0579207	0.171468	0.152679	0.0412197	0.186378	0.0438683	0.140692	0.0962125	0.022419	0.0567765	0.156884	0.0985427	0.0376467	0.0342143	0.11815	0.0271392	0.0878438	0.130309	0.443481	1.22261	0.4947008	1.505299	0.131337	0.371565	0.734275	1.36189	2.69132	7.61401	1.467823	3.042848	0.1450934	0.0116381	0.0108221	0.059592	0.0221378	0.0134641	0.0102053	0.0691145	0.00561753	0.000424717	0.0162027	0.0386826	0.0258876	0.0766377	0.0682396	0.0184231	0.0833016	0.0196069	0.0628823	0.0430021	0.0100202	0.0253762	0.0701192	0.0440436	0.0168262	0.0152921	0.052807	0.0121298	0.0392617	0.0582417	0.385563	0.614437	0.3855632	2.237389
4500	-523.6239	-549.591	25.96709	0.0145538	0.0316907	0.177088	0.033071	0.302617	0.0113977	0.217362	0.000635285	0.0708824	0.0914683	0.218133	0.0059912	0.113891	0.0929528	0.0327399	0.259793	0.024576	0.046827	0.0871201	0.241155	0.120063	0.174885	0.111077	0.00982067	0.17505	0.0660725	0.0207654	0.0225898	0.245933	0.595714	1.16171	0.3604695	1.639531	0.105802	0.334383	0.710514	1.40743	2.99058	9.45157	1.624144	4.54832	0.2051154	0.0048188	0.0104929	0.0586346	0.0109499	0.100198	0.00377383	0.0719693	0.000210345	0.0234694	0.0302855	0.0722246	0.00198371	0.0377097	0.030777	0.0108403	0.0860183	0.0081372	0.0155046	0.0288458	0.0798473	0.0397533	0.0579052	0.036778	0.00325166	0.0579597	0.0218768	0.00687551	0.00747955	0.0814295	0.0954404	0.90456	0.09544041	3.020202
4536	-530.5022	-557.47	26.96784	0.0198974	0.0141681	0.153584	0.0369401	0.157084	0.0268044	0.118442	0.0129713	0.0572144	0.00057234	0.0882788	0.0139609	0.127693	0.123042	0.00521146	0.197405	0.0181814	0.0809167	0.03347	0.100198	0.00217977	0.089441	0.0913944	0.047113	0.0612149	0.0742999	0.0240003	0.0243141	0.0960009	0.653916	1.13843	0.2015986	1.798401	0.154438	0.402118	0.752602	1.32872	2.48683	6.47508	1.350664	8.920702	0.2297601	0.0104944	0.00747264	0.0810048	0.0194832	0.0828503	0.0141374	0.0624696	0.0068414	0.0301765	0.000301868	0.0465607	0.00736338	0.0673489	0.0648957	0.00274867	0.104117	0.00958938	0.0426777	0.017653	0.0528472	0.00114967	0.0471737	0.048204	0.0248487	0.0322864	0.0391879	0.0126584	0.012824	0.0506335	0.377373	0.622627	0.3773726	1.895993
4572	-532.2053	-554.5725	22.36711	0.097677	0.0333759	0.194445	0.0913785	0.233011	0.00989531	0.378656	0.0242485	0.149983	0.00385522	0.522857	0.0272531	0.174619	0.366734	0.0227391	0.330346	0.129179	0.215776	0.190399	0.187228	0.331407	0.110023	0.112021	0.146146	0.0423833	0.241261	0.0129839	0.357668	0.241901	1.08469	0.966122	0.3611657	1.638834	0.175359	0.427821	0.767292	1.30329	2.33743	5.70259	1.258805	4.537625	0.4490923	0.019616	0.00670272	0.0390496	0.0183511	0.0467945	0.00198723	0.0760437	0.00486971	0.0301205	0.000774225	0.105003	0.00547311	0.0350678	0.0736495	0.0045666	0.0663419	0.0259423	0.0433332	0.038237	0.0376001	0.066555	0.0220953	0.0224967	0.0293499	0.00851164	0.0484514	0.0026075	0.0718288	0.0485799	0.138312	0.861688	0.1383122	4.979451
4608	-527.2923	-553.829	26.53677	0.0253725	0.00812993	0.081056	0.0107359	0.198373	0.00720402	0.238202	0.00359483	0.054651	0.130027	0.0310999	0.0571659	0.127253	0.227699	0.037833	0.0929037	0.220937	0.167785	0.13699	0.044458	0.00730363	0.0985842	0.0830712	0.01684	0.0422095	0.0172381	0.0272908	0.0528154	0.17728	1.03686	0.985254	0.4787737	1.521226	0.0623552	0.258378	0.655594	1.52534	3.87029	16.0372	2.00645	3.177339	0.420953	0.0104668	0.00335379	0.0334375	0.00442881	0.0818337	0.00297183	0.098264	0.00148295	0.0225449	0.0536394	0.0128294	0.0235823	0.0524947	0.0939312	0.015607	0.038325	0.0911416	0.0692153	0.0565115	0.01834	0.00301292	0.0406683	0.0342688	0.00694692	0.0174124	0.00711113	0.0112581	0.0217876	0.0731323	0.354819	0.645181	0.3548189	2.424103
4644	-526.6861	-550.4774	23.7913	0.16614	0.115171	0.545275	0.103649	0.227785	0.00894718	0.402512	0.0347273	0.0436704	0.229169	0.245063	0.0228564	0.0909928	0.208946	0.0363229	0.357568	0.12946	0.223567	0.0429836	0.19682	0.390834	0.0925484	0.0707239	0.22852	0.118129	0.341759	0.0420182	0.06828	0.268948	0.628927	1.14843	0.4010033	1.598997	0.585292	0.7701	0.921732	1.08491	1.29853	1.70855	0.3873081	3.987491	0.2190566	0.0328769	0.0227908	0.107903	0.0205108	0.0450757	0.00177053	0.0796519	0.00687208	0.0086418	0.0453496	0.0484948	0.00452298	0.0180063	0.0413478	0.00718784	0.070758	0.0256186	0.044241	0.00850591	0.0389481	0.0773411	0.0183141	0.0139954	0.0452212	0.0233761	0.0676297	0.00831486	0.0135117	0.0532214	0.233869	0.766131	0.2338688	5.053386
4680	-529.6941	-553.0145	23.32038	0.0812611	0.0627814	0.251519	0.0445657	0.40538	0.00859772	0.528298	0.00281473	0.00412748	0.0569767	0.486038	0.104167	0.136379	0.303077	0.0301838	0.206824	0.0499091	0.0361941	0.109305	0.233924	0.0230359	0.0953554	0.0422772	0.118727	0.0536945	0.105838	0.116915	0.00947711	0.206525	0.78229	1.08708	0.3118253	1.688175	0.0427602	0.214958	0.619023	1.61545	4.65206	23.3863	2.27922	5.413848	0.2878491	0.0207608	0.0160395	0.0642585	0.0113857	0.103567	0.00219656	0.134971	0.000719114	0.0010545	0.0145565	0.124174	0.0266129	0.0348424	0.0774308	0.00771143	0.0528398	0.0127509	0.00924695	0.0279255	0.0597634	0.00588527	0.0243616	0.0108011	0.0303327	0.013718	0.0270396	0.0298697	0.00242123	0.0527636	0.304948	0.695052	0.3049484	3.914168
4716	-542.2688	-566.8234	24.5546	0.0446695	0.0421169	0.0398218	0.00699458	0.107181	0.00324987	0.117493	0.0135112	0.00299105	0.0727471	0.154598	0.0169535	0.0493268	0.228995	0.0227447	0.0262505	0.00315093	0.0176857	0.00571311	0.0470409	0.0453201	0.0226718	0.113928	0.0420294	0.0190443	0.0331372	0.0317571	0.0265524	0.00902446	2.87153	0.251387	0.3368295	1.66317	0.0383315	0.203796	0.60881	1.64255	4.90686	26.0882	2.358277	4.937722	4.569095	0.0326842	0.0308165	0.0291372	0.00511786	0.0784234	0.0023779	0.0859684	0.00988603	0.00218852	0.0532283	0.113118	0.0124047	0.0360919	0.167553	0.0166421	0.0192072	0.00230551	0.0129404	0.00418022	0.0344194	0.0331602	0.0165887	0.0833596	0.0307525	0.0139345	0.0242462	0.0232363	0.0194281	0.0066031	0.536789	0.463211	0.5367885	1.3667
4752	-529.6915	-553.4319	23.74039	0.0868468	0.100426	0.389347	0.0317589	0.337892	0.0509869	0.170373	0.0421139	0.0443003	0.0359579	0.523152	0.335676	0.196266	0.877771	0.0575131	0.196046	0.0760677	0.0525862	0.167797	0.0310249	0.219361	0.0155798	0.141062	0.0669931	0.0450119	0.112457	0.0469955	0.00478889	0.079226	0.441578	1.22337	0.2142317	1.785768	0.47213	0.693488	0.892087	1.12097	1.44199	2.11806	0.5426631	8.335685	0.144381	0.0191488	0.0221428	0.0858468	0.00700248	0.0745013	0.011242	0.0375653	0.00928565	0.00976772	0.00792833	0.115349	0.0740128	0.0432744	0.193539	0.012681	0.0432259	0.0167721	0.0115947	0.0369973	0.00684064	0.0483666	0.00343518	0.0311026	0.0147712	0.00992463	0.0247956	0.010362	0.0010559	0.0174685	0.414362	0.585638	0.4143625	4.535375
4788	-529.8663	-555.8033	25.93697	0.0393537	0.0617117	0.28447	0.0362932	0.184317	0.067045	0.361646	0.0132148	0.0188795	0.0501809	0.529322	0.131634	0.149582	0.503663	0.0302983	0.166193	0.210776	0.0797892	0.16374	0.115649	0.0466098	0.0339031	0.120124	0.0155125	0.0688565	0.0976622	0.0708562	0.0182275	0.0583436	0.311574	1.27537	0.4331515	1.566848	0.207318	0.464218	0.787088	1.27051	2.15416	4.82352	1.137751	3.617322	0.09772037	0.0105567	0.0165542	0.0763094	0.00973568	0.0494431	0.0179849	0.0970119	0.00354487	0.00506443	0.0134611	0.141991	0.035311	0.0401256	0.135108	0.00812753	0.0445815	0.0565409	0.0214035	0.0439234	0.0310229	0.0125031	0.00909454	0.0322234	0.00416123	0.0184708	0.0261979	0.0190072	0.00488955	0.0156507	0.566256	0.433744	0.5662562	3.727856
4824	-537.6228	-565.2757	27.65295	0.0474383	0.00838819	0.019747	0.0104546	0.0241523	0.0035516	0.102388	0.00608056	0.0100642	0.0471307	0.125924	0.0650003	0.0508383	0.0744683	0.00798299	0.0626896	0.00673991	0.0276389	0.0457806	0.00129812	0.00883991	0.0214562	0.0124875	0.0258741	0.0312884	0.0193659	0.00149156	0.00683372	0.0218635	0.0687879	1.37248	0.1688334	1.831167	0.0358636	0.197288	0.602677	1.65926	5.06873	27.8834	2.406397	10.846	0.0200477	0.0528704	0.00934871	0.0220082	0.0116517	0.0269179	0.00395829	0.114112	0.00677683	0.0112166	0.0525276	0.140343	0.0724434	0.0566597	0.0829955	0.00889711	0.069868	0.00751169	0.0308037	0.0510229	0.00144677	0.00985215	0.0239132	0.0139175	0.0288369	0.0348712	0.0215835	0.00166236	0.00761623	0.0243671	0.781659	0.218341	0.7816594	0.8972569
4860	-529.451	-557.023	27.57201	0.0122013	0.00392904	0.0297453	0.00321548	0.0401295	0.00140911	0.0349374	0.00313877	0.0061743	0.0274255	0.0640595	0.0147536	0.0315174	0.0366562	0.000153279	0.0417254	0.0215773	0.00966637	0.0191573	0.00850334	0.00284534	0.0056311	0.00406627	0.0258285	0.018477	0.00211216	0.00396337	0.0306206	0.0116535	0.0644532	1.37422	0.2046741	1.795326	0.0151233	0.129482	0.528476	1.89223	7.72308	66.1231	3.030756	8.771634	0.0187607	0.0236793	0.00762516	0.0577272	0.00624034	0.07788	0.00273469	0.0678037	0.00609146	0.0119826	0.0532251	0.124321	0.0286326	0.0611664	0.0711393	0.000297471	0.0809772	0.0418754	0.0187597	0.037179	0.0165026	0.00552199	0.0109284	0.00789149	0.0501259	0.0358587	0.0040991	0.00769179	0.059426	0.0226161	0.58817	0.41183	0.5881697	0.5152732
4896	-532.5431	-559.5336	26.99049	0.00903932	0.106322	0.143326	0.0260801	0.073527	0.0190526	0.0917828	0.0139909	0.0185965	0.0390245	0.0115582	0.131253	0.162468	0.125476	0.0172276	0.234155	0.0779742	0.0623089	0.0105511	0.0343157	0.136946	0.0565503	0.00627382	0.029955	0.0424906	0.0634825	0.157694	0.104948	0.150224	0.227374	1.30905	0.335478	1.664522	0.0373188	0.201153	0.606335	1.64925	4.97135	26.7961	2.377636	4.961643	0.06947757	0.00419148	0.0493009	0.0664593	0.0120932	0.0340941	0.00883459	0.0425592	0.00648752	0.00862309	0.0180954	0.00535946	0.0608612	0.0753354	0.0581827	0.00798835	0.108576	0.0361562	0.0288923	0.0048925	0.015912	0.0635011	0.0262221	0.00290914	0.0138899	0.0197027	0.0294365	0.0731217	0.0486638	0.0696579	0.050935	0.949065	0.050935	2.156593
4932	-524.8993	-552.1821	27.28276	0.0312733	0.00532113	0.11472	0.0412462	0.091266	0.0105299	0.400442	0.00840773	0.00712553	0.101414	0.0969302	0.000107547	0.137289	0.141558	0.0148318	0.0868178	0.0110946	0.281531	0.00998553	0.00973451	0.0816257	0.0191412	0.000510793	0.020934	0.0227015	0.159786	0.0467914	0.0674078	0.12406	0.601341	1.15946	0.3181782	1.681822	0.125538	0.363472	0.729247	1.37128	2.75125	7.96571	1.500473	5.285785	0.2074549	0.0145825	0.0024812	0.0534928	0.0192327	0.0425565	0.00491002	0.186722	0.00392045	0.00332257	0.0472883	0.0451977	5.0148e-05	0.0640167	0.066007	0.00691592	0.0404823	0.00517333	0.131276	0.00465616	0.00453911	0.0380613	0.00892537	0.000238178	0.00976132	0.0105855	0.0745066	0.0218184	0.0314317	0.0578482	0.264235	0.735765	0.2642349	2.144584
4968	-528.8605	-558.5066	29.64611	0.0204719	0.00546711	0.0280289	0.011436	0.0515256	0.000417009	0.0939152	0.00525974	0.00444053	0.000207655	0.0694065	0.0288673	0.0443118	0.145199	0.00594742	0.0651964	0.0049277	0.0481925	0.000289439	0.00693069	0.0517742	0.000291712	0.0688584	0.0187238	0.0292466	0.000215023	0.0319545	0.0302756	0.00802793	0.470115	1.21195	0.5843105	1.41569	0.0655688	0.264789	0.660626	1.51372	3.77659	15.2512	1.970114	2.422838	0.1551595	0.0232687	0.00621399	0.031858	0.0129983	0.0585647	0.000473978	0.106745	0.00597829	0.00504717	0.000236024	0.0788884	0.0328109	0.0503654	0.165036	0.00675992	0.0741031	0.00560089	0.0547763	0.00032898	0.00787752	0.0588472	0.000331563	0.0782654	0.0212817	0.0332421	0.000244399	0.0363199	0.0344117	0.00912466	0.474885	0.525115	0.474885	0.8798065
5004	-525.7106	-552.6437	26.93317	0.0349278	0.0126222	0.0665998	0.0248969	0.114503	0.00925674	0.0864087	0.0327712	0.00734347	0.0541622	0.0232237	0.00410368	0.158988	0.251369	0.0104226	0.14255	0.0446635	0.0253324	0.0454726	0.0401049	0.0996564	0.118897	0.0525775	0.0599989	0.0411957	0.216948	0.0277799	0.0411602	0.0208404	0.879651	1.04814	0.2851708	1.714829	0.0878861	0.305455	0.690737	1.44773	3.27381	11.3784	1.758297	6.013342	0.3357	0.0186902	0.00675427	0.0356382	0.0133225	0.0612716	0.00495337	0.0462381	0.0175362	0.00392956	0.0289827	0.0124272	0.00219592	0.0850761	0.13451	0.00557722	0.07628	0.0238999	0.0135556	0.0243328	0.0214605	0.0533271	0.0636228	0.0281347	0.032106	0.0220442	0.116091	0.0148653	0.0220252	0.0111519	0.365779	0.634221	0.3657791	1.868776
